id,first_name,last_name,email,password,gross_income,fed_tax,on_tax,cpp,ei,net_income
354,Vale,Sherman,vsherman9t@ycombinator.com,EjNj0CY,"$46,920.00","$7,038.00","$2,398.00","$2,674.00",$741.00,"$34,068.00"
355,Regan,Seyffert,rseyffert9u@eepurl.com,LGGAgx,"$212,523.00","$48,681.00","$20,589.00","$3,500.00",$953.00,"$138,801.00"
356,Sheffield,Murch,smurch9v@nih.gov,1Hlc4EOX,"$255,065.00","$62,352.00","$26,113.00","$3,500.00",$953.00,"$162,148.00"
357,Ricoriki,Biss,rbiss9w@nasa.gov,OrnHfqylLMiY,"$287,430.00","$73,032.00","$30,372.00","$3,500.00",$953.00,"$179,573.00"
358,Maiga,Van den Broek,mvandenbroek9x@answers.com,hEMDNKza,"$249,484.00","$60,510.00","$25,379.00","$3,500.00",$953.00,"$159,143.00"
359,Mireielle,Meah,mmeah9y@upenn.edu,qRhr34ef4OoS,"$100,114.00","$17,763.00","$7,419.00","$3,500.00",$953.00,"$70,480.00"
360,Granger,Dust,gdust9z@webeden.co.uk,kVKy1HVGh,"$197,211.00","$44,240.00","$18,727.00","$3,500.00",$953.00,"$129,791.00"
361,Barris,Clissell,bclissella0@nba.com,YaGW8nyMxaYE,"$31,698.00","$4,755.00","$1,601.00","$1,807.00",$501.00,"$23,035.00"
362,Bourke,Duckworth,bduckwortha1@cisco.com,p80zjCK,"$82,821.00","$14,217.00","$5,683.00","$3,500.00",$953.00,"$58,468.00"
363,Caryl,Brennan,cbrennana2@zdnet.com,01LEc7sh,"$160,193.00","$33,505.00","$14,226.00","$3,500.00",$953.00,"$108,010.00"
364,Reynard,Roseman,rrosemana3@washington.edu,pc1l8N,"$35,878.00","$5,382.00","$1,812.00","$2,045.00",$567.00,"$26,073.00"
365,Modestia,Sweetman,msweetmana4@mit.edu,WOIAbqA,"$214,422.00","$49,231.00","$20,820.00","$3,500.00",$953.00,"$139,918.00"
366,Marlon,Caldeiro,mcaldeiroa5@wordpress.com,ktSxM0Xvcit,"$87,338.00","$15,143.00","$6,096.00","$3,500.00",$953.00,"$61,646.00"
367,Geraldine,Whillock,gwhillocka6@canalblog.com,Gx8aDdeFFn,"$54,092.00","$8,328.00","$3,054.00","$3,083.00",$855.00,"$38,772.00"
368,Avrit,Keeltagh,akeeltagha7@163.com,ZGldi4L2W,"$48,889.00","$7,333.00","$2,578.00","$2,787.00",$772.00,"$35,418.00"
369,Clovis,MacLachlan,cmaclachlana8@paypal.com,1T5KY2gLWR,"$261,746.00","$64,557.00","$26,992.00","$3,500.00",$953.00,"$165,745.00"
370,Bernelle,Cordelette,bcordelettea9@123-reg.co.uk,M0RFrM,"$112,083.00","$20,859.00","$8,755.00","$3,500.00",$953.00,"$78,016.00"
371,Henrik,Bern,hbernaa@nationalgeographic.com,83Z3GtPhMRGv,"$29,415.00","$4,412.00","$1,485.00","$1,677.00",$465.00,"$21,376.00"
372,Corina,Knutsen,cknutsenab@elegantthemes.com,m2MNlUYMBmb2,"$37,479.00","$5,622.00","$1,893.00","$2,136.00",$592.00,"$27,236.00"
373,Rey,Summerrell,rsummerrellac@mozilla.org,hGH2NWMhfz,"$156,821.00","$32,527.00","$13,816.00","$3,500.00",$953.00,"$106,026.00"
374,Fabiano,Keune,fkeunead@cnn.com,ZyHgnF6Iirl5,"$115,468.00","$21,739.00","$9,133.00","$3,500.00",$953.00,"$80,144.00"
375,Robena,de Pinna,rdepinnaae@wired.com,ABOC8i,"$28,218.00","$4,233.00","$1,425.00","$1,608.00",$446.00,"$20,506.00"
376,Guthrey,Nacci,gnacciaf@aboutads.info,0zZMVXOqL,"$215,510.00","$49,547.00","$20,952.00","$3,500.00",$953.00,"$140,558.00"
377,Kaiser,Seymour,kseymourag@geocities.jp,RZefRitY,"$122,312.00","$23,519.00","$9,896.00","$3,500.00",$953.00,"$84,444.00"
378,Agathe,Wingeatt,awingeattah@delicious.com,Ga5xMmflO,"$160,892.00","$33,708.00","$14,311.00","$3,500.00",$953.00,"$108,421.00"
379,Dorian,Rounsefull,drounsefullai@cloudflare.com,MUQuvRzmu,"$39,122.00","$5,868.00","$1,976.00","$2,230.00",$618.00,"$28,430.00"
380,Laurie,Leech,lleechaj@dailymotion.com,LeDwfi,"$206,227.00","$46,855.00","$19,824.00","$3,500.00",$953.00,"$135,096.00"
381,Newton,Baty,nbatyak@ebay.co.uk,hsSMpSrn7g,"$191,518.00","$42,589.00","$18,035.00","$3,500.00",$953.00,"$126,441.00"
382,Rickard,Caseri,rcaserial@fc2.com,TDlVNenROsM,"$264,931.00","$65,608.00","$27,411.00","$3,500.00",$953.00,"$167,459.00"
383,Karim,Gramer,kgrameram@domainmarket.com,0165BdqUq,"$151,495.00","$31,106.00","$13,168.00","$3,500.00",$953.00,"$102,768.00"
384,Josephina,Ghilks,jghilksan@wired.com,crNXMp8b,"$292,907.00","$74,840.00","$31,093.00","$3,500.00",$953.00,"$182,522.00"
385,Raynell,Blaney,rblaneyao@home.pl,7F3R28vq,"$104,761.00","$18,955.00","$7,938.00","$3,500.00",$953.00,"$73,415.00"
386,Kenna,Le Floch,kleflochap@soundcloud.com,MlJ0yKUbi,"$251,235.00","$61,088.00","$25,609.00","$3,500.00",$953.00,"$160,085.00"
387,Ring,Kobpa,rkobpaaq@walmart.com,5fgqRTpksJ,"$115,002.00","$21,618.00","$9,081.00","$3,500.00",$953.00,"$79,851.00"
388,Marlena,Greenin,mgreeninar@vimeo.com,Gh1tS9,"$122,281.00","$23,511.00","$9,893.00","$3,500.00",$953.00,"$84,425.00"
389,Demetrius,Blazi,dblazias@oaic.gov.au,nnLlJh102,"$157,491.00","$32,721.00","$13,897.00","$3,500.00",$953.00,"$106,420.00"
390,Georgette,Cockell,gcockellat@jiathis.com,FydzLXlWD,"$295,263.00","$75,617.00","$31,403.00","$3,500.00",$953.00,"$183,790.00"
391,Tuck,Lowen,tlowenau@japanpost.jp,1QjEQrJYI5sh,"$250,538.00","$60,858.00","$25,517.00","$3,500.00",$953.00,"$159,710.00"
392,Savina,Russi,srussiav@aol.com,5V1pJ8TSy8h,"$167,574.00","$35,645.00","$15,123.00","$3,500.00",$953.00,"$112,353.00"
393,Farlay,Kitchin,fkitchinaw@shutterfly.com,gU8UVNPHsJ8,"$93,757.00","$16,459.00","$6,710.00","$3,500.00",$953.00,"$66,135.00"
394,Lira,Moret,lmoretax@feedburner.com,pAWOkZd54fZX,"$198,812.00","$44,704.00","$18,922.00","$3,500.00",$953.00,"$130,733.00"
395,Brandice,Migheli,bmigheliay@fc2.com,icmZrJ,"$31,035.00","$4,655.00","$1,567.00","$1,769.00",$490.00,"$22,553.00"
396,Fitz,Nother,fnotheraz@deviantart.com,aBPbsSEh1HUS,"$76,963.00","$13,017.00","$5,147.00","$3,500.00",$953.00,"$54,347.00"
397,Anson,Sigart,asigartb0@ameblo.jp,Xkvb0qB8b,"$157,598.00","$32,752.00","$13,910.00","$3,500.00",$953.00,"$106,483.00"
398,Jdavie,Guly,jgulyb1@flickr.com,4KO8ZS5w0,"$204,175.00","$46,260.00","$19,574.00","$3,500.00",$953.00,"$133,889.00"
399,Alan,Guarin,aguarinb2@oakley.com,mcOqjZDE,"$53,869.00","$8,282.00","$3,034.00","$3,071.00",$851.00,"$38,631.00"
400,Daniele,Pakes,dpakesb3@bizjournals.com,acUeZPzM9,"$199,100.00","$44,788.00","$18,957.00","$3,500.00",$953.00,"$130,903.00"
401,Berry,Pendlington,bpendlingtonb4@microsoft.com,Y7mrxDd4IA3r,"$112,336.00","$20,925.00","$8,783.00","$3,500.00",$953.00,"$78,175.00"
402,Mikaela,Tippett,mtippettb5@ning.com,TiQkPneP,"$25,478.00","$3,822.00","$1,287.00","$1,452.00",$403.00,"$18,515.00"
403,Willow,Scutts,wscuttsb6@google.cn,cr7enFWXuKe,"$147,939.00","$30,182.00","$12,756.00","$3,500.00",$953.00,"$100,548.00"
404,Traver,McRavey,tmcraveyb7@ameblo.jp,c66eJyWw,"$96,793.00","$17,082.00","$7,049.00","$3,500.00",$953.00,"$68,210.00"
405,Aida,Couche,acoucheb8@cdc.gov,eAhxCI,"$145,153.00","$29,457.00","$12,445.00","$3,500.00",$953.00,"$98,798.00"
406,Jillene,Errol,jerrolb9@cloudflare.com,WP6SmLhuUVl,"$206,146.00","$46,831.00","$19,814.00","$3,500.00",$953.00,"$135,049.00"
407,Courtney,Quye,cquyeba@biglobe.ne.jp,bdP2xx,"$84,033.00","$14,466.00","$5,794.00","$3,500.00",$953.00,"$59,321.00"
408,Bordy,Leel,bleelbb@foxnews.com,UFE3ngf4M,"$93,555.00","$16,418.00","$6,687.00","$3,500.00",$953.00,"$65,997.00"
409,Ralph,McCrudden,rmccruddenbc@shutterfly.com,rO6PaiW,"$40,818.00","$6,123.00","$2,061.00","$2,327.00",$645.00,"$29,662.00"
410,Karen,Wrintmore,kwrintmorebd@fotki.com,XzjVsNDWc9,"$187,905.00","$41,541.00","$17,596.00","$3,500.00",$953.00,"$124,315.00"
411,Eolande,Licciardo,elicciardobe@naver.com,TxQIUWXVM,"$137,330.00","$27,423.00","$11,572.00","$3,500.00",$953.00,"$93,882.00"
412,Evaleen,Perrot,eperrotbf@ft.com,sU2PmzbbuyF,"$204,297.00","$46,295.00","$19,589.00","$3,500.00",$953.00,"$133,961.00"
413,Francklin,Dignon,fdignonbg@tinyurl.com,o2BXUZzif0,"$111,246.00","$20,642.00","$8,661.00","$3,500.00",$953.00,"$77,490.00"
414,Merle,Dyment,mdymentbh@macromedia.com,REPuyxMk6,"$184,684.00","$40,607.00","$17,204.00","$3,500.00",$953.00,"$122,420.00"
415,Elaine,Gruby,egrubybi@hatena.ne.jp,on6RE5Gv,"$241,355.00","$57,828.00","$24,309.00","$3,500.00",$953.00,"$154,766.00"
416,Currey,Aubery,cauberybj@archive.org,ax80H0,"$117,766.00","$22,337.00","$9,389.00","$3,500.00",$953.00,"$81,588.00"
417,Keen,Espada,kespadabk@ycombinator.com,0e8euMJI,"$121,311.00","$23,258.00","$9,785.00","$3,500.00",$953.00,"$83,815.00"
418,Ernie,Hellwig,ehellwigbl@mayoclinic.com,ia2hCk4kvo,"$176,319.00","$38,181.00","$16,187.00","$3,500.00",$953.00,"$117,498.00"
419,Gisele,Nelthorpe,gnelthorpebm@seesaa.net,piH2dOs8,"$42,423.00","$6,363.00","$2,142.00","$2,418.00",$670.00,"$30,829.00"
420,Hildy,Geach,hgeachbn@myspace.com,GMeD8W03qm,"$172,208.00","$36,989.00","$15,687.00","$3,500.00",$953.00,"$115,079.00"
421,Maryl,Gunney,mgunneybo@dot.gov,9t3PRIf2a3m,"$258,538.00","$63,498.00","$26,570.00","$3,500.00",$953.00,"$164,017.00"
422,Reece,Brient,rbrientbp@sohu.com,EXgGNkt08,"$85,224.00","$14,710.00","$5,903.00","$3,500.00",$953.00,"$60,159.00"
423,Sophie,Trudgian,strudgianbq@desdev.cn,9zAIDynW8E5d,"$30,960.00","$4,644.00","$1,563.00","$1,765.00",$489.00,"$22,499.00"
424,Thibaud,Staten,tstatenbr@unblog.fr,e4EjL0M,"$83,673.00","$14,392.00","$5,761.00","$3,500.00",$953.00,"$59,068.00"
425,Kristian,Hylton,khyltonbs@boston.com,e1qGmEhz6,"$218,521.00","$50,420.00","$21,319.00","$3,500.00",$953.00,"$142,330.00"
426,Katharina,Kleyn,kkleynbt@amazonaws.com,4nM6Qp18AJ,"$224,155.00","$52,152.00","$22,045.00","$3,500.00",$953.00,"$145,506.00"
427,Cathe,Moorton,cmoortonbu@wsj.com,bdvjqAm,"$190,070.00","$42,169.00","$17,859.00","$3,500.00",$953.00,"$125,589.00"
428,Kamilah,Prettejohns,kprettejohnsbv@virginia.edu,MOysDF,"$28,511.00","$4,277.00","$1,440.00","$1,625.00",$450.00,"$20,719.00"
429,Bertine,Roser,broserbw@nih.gov,ErzJPDsaRK7,"$154,048.00","$31,770.00","$13,479.00","$3,500.00",$953.00,"$104,347.00"
430,Nathan,Kruschov,nkruschovbx@oaic.gov.au,D3kr8NR,"$248,111.00","$60,057.00","$25,198.00","$3,500.00",$953.00,"$158,403.00"
431,Nick,Tumpane,ntumpaneby@dagondesign.com,XKT7PZl,"$293,133.00","$74,914.00","$31,123.00","$3,500.00",$953.00,"$182,643.00"
432,Cherlyn,Dummer,cdummerbz@etsy.com,4fo1ks,"$269,329.00","$67,059.00","$27,990.00","$3,500.00",$953.00,"$169,827.00"
433,Gerladina,Alpine,galpinec0@chicagotribune.com,Hbibkpti,"$210,016.00","$47,953.00","$20,284.00","$3,500.00",$953.00,"$137,326.00"
434,Tomas,Gillio,tgillioc1@flickr.com,AqeKgn,"$104,430.00","$18,869.00","$7,901.00","$3,500.00",$953.00,"$73,207.00"
435,Amory,Conrad,aconradc2@ocn.ne.jp,dsnfo1AtLWef,"$68,513.00","$11,284.00","$4,374.00","$3,500.00",$953.00,"$48,402.00"
436,Lynette,Benedetti,lbenedettic3@fema.gov,9KLOn2fFM,"$259,563.00","$63,836.00","$26,705.00","$3,500.00",$953.00,"$164,569.00"
437,Ashli,Bukac,abukacc4@go.com,uubacnS,"$122,442.00","$23,553.00","$9,911.00","$3,500.00",$953.00,"$84,526.00"
438,Jourdain,Wharin,jwharinc5@theglobeandmail.com,9vT5h3,"$69,314.00","$11,449.00","$4,447.00","$3,500.00",$953.00,"$48,966.00"
439,Nessie,Loveitt,nloveittc6@sphinn.com,mwgNSJpnJk,"$183,691.00","$40,319.00","$17,083.00","$3,500.00",$953.00,"$121,836.00"
440,Maddy,Nockells,mnockellsc7@deliciousdays.com,pCBrbeHEJEgq,"$118,328.00","$22,483.00","$9,452.00","$3,500.00",$953.00,"$81,941.00"
441,Dottie,Davion,ddavionc8@stumbleupon.com,OiDcQYYRoRce,"$97,182.00","$17,161.00","$7,092.00","$3,500.00",$953.00,"$68,476.00"
442,Donica,Sickamore,dsickamorec9@cornell.edu,zRyKa2bO,"$228,507.00","$53,588.00","$22,618.00","$3,500.00",$953.00,"$147,849.00"
443,Jeddy,Van der Kruys,jvanderkruysca@comsenz.com,v2oQGOmW6m,"$140,429.00","$28,229.00","$11,918.00","$3,500.00",$953.00,"$95,829.00"
444,Delaney,Bradden,dbraddencb@state.gov,9tx2IGFjmO,"$30,720.00","$4,608.00","$1,551.00","$1,751.00",$485.00,"$22,324.00"
445,Rowland,Speddin,rspeddincc@google.cn,bxoeEtOPsT2k,"$296,233.00","$75,937.00","$31,531.00","$3,500.00",$953.00,"$184,312.00"
446,Xylina,Risborough,xrisboroughcd@japanpost.jp,u74lIy45jZq,"$120,350.00","$23,009.00","$9,677.00","$3,500.00",$953.00,"$83,211.00"
447,Kalle,Fontes,kfontesce@bloglines.com,wyazvY67u,"$134,786.00","$26,762.00","$11,289.00","$3,500.00",$953.00,"$92,283.00"
448,Otis,Batsford,obatsfordcf@plala.or.jp,vnS4VJc,"$58,968.00","$9,328.00","$3,500.00","$3,361.00",$932.00,"$41,847.00"
449,Charyl,Boxer,cboxercg@elegantthemes.com,XD4UskJ,"$249,786.00","$60,610.00","$25,418.00","$3,500.00",$953.00,"$159,305.00"
450,Kelsy,Clapston,kclapstonch@craigslist.org,zWQB16NbY,"$53,091.00","$8,123.00","$2,963.00","$3,026.00",$839.00,"$38,141.00"
451,Marrissa,Evill,mevillci@angelfire.com,LO8Oox8uVIoO,"$93,943.00","$16,497.00","$6,730.00","$3,500.00",$953.00,"$66,263.00"
452,Carmelia,Allain,callaincj@bloomberg.com,HriW4Ugc,"$280,494.00","$70,744.00","$29,459.00","$3,500.00",$953.00,"$175,838.00"
453,Leontine,Mahoney,lmahoneyck@microsoft.com,4senoYk,"$139,772.00","$28,058.00","$11,845.00","$3,500.00",$953.00,"$95,416.00"
454,Leland,Sloey,lsloeycl@unicef.org,RQfE9npxrZv,"$150,240.00","$30,780.00","$13,016.00","$3,500.00",$953.00,"$101,992.00"
455,Saundra,Gutridge,sgutridgecm@businessinsider.com,0lwUm4um,"$269,513.00","$67,120.00","$28,014.00","$3,500.00",$953.00,"$169,926.00"
456,Donnie,Antonin,dantonincn@cnbc.com,gclQxft,"$117,383.00","$22,237.00","$9,346.00","$3,500.00",$953.00,"$81,347.00"
457,Doll,Fearon,dfearonco@businessinsider.com,fc73OFwT,"$176,100.00","$38,118.00","$16,160.00","$3,500.00",$953.00,"$117,369.00"
458,Keven,Cranson,kcransoncp@rambler.ru,jyriXyqef,"$201,455.00","$45,471.00","$19,243.00","$3,500.00",$953.00,"$132,288.00"
459,Rochette,Monckton,rmoncktoncq@princeton.edu,ztusW6DBeKeS,"$224,969.00","$52,420.00","$22,152.00","$3,500.00",$953.00,"$145,944.00"
460,Gherardo,Salasar,gsalasarcr@drupal.org,JLu4QrkBgVG,"$276,669.00","$69,481.00","$28,956.00","$3,500.00",$953.00,"$173,779.00"
461,Welbie,Giacomini,wgiacominics@feedburner.com,EyrZbfxa,"$227,048.00","$53,106.00","$22,426.00","$3,500.00",$953.00,"$147,063.00"
462,Patty,Gentil,pgentilct@shop-pro.jp,DyNts5tF,"$125,750.00","$24,413.00","$10,280.00","$3,500.00",$953.00,"$86,605.00"
463,Libbey,Ebdin,lebdincu@gizmodo.com,xTBepJ53y,"$161,604.00","$33,914.00","$14,397.00","$3,500.00",$953.00,"$108,840.00"
464,Nerty,Marin,nmarincv@miibeian.gov.cn,Ta0Zx6,"$169,805.00","$36,292.00","$15,395.00","$3,500.00",$953.00,"$113,665.00"
465,Binnie,Grzeszczak,bgrzeszczakcw@boston.com,BV3EFVLQqR,"$247,522.00","$59,863.00","$25,120.00","$3,500.00",$953.00,"$158,086.00"
466,Doyle,Lowcock,dlowcockcx@ovh.net,RZUsQo8u8,"$284,653.00","$72,116.00","$30,007.00","$3,500.00",$953.00,"$178,078.00"
467,Elwyn,Zanre,ezanrecy@shop-pro.jp,wRjSRVx,"$245,222.00","$59,104.00","$24,818.00","$3,500.00",$953.00,"$156,848.00"
468,Gaston,Fibbens,gfibbenscz@shareasale.com,NYaho5,"$192,050.00","$42,743.00","$18,100.00","$3,500.00",$953.00,"$126,754.00"
469,Selma,Wallbutton,swallbuttond0@netvibes.com,WluvIIelnh,"$82,415.00","$14,134.00","$5,646.00","$3,500.00",$953.00,"$58,183.00"
470,Allsun,de Leon,adeleond1@cnbc.com,ZvnbG91qXmmt,"$52,157.00","$7,931.00","$2,877.00","$2,973.00",$824.00,"$37,552.00"
471,Courtenay,Elwyn,celwynd2@netscape.com,ItU6zFNR,"$156,839.00","$32,532.00","$13,818.00","$3,500.00",$953.00,"$106,036.00"
472,Jessalyn,Jakubowski,jjakubowskid3@sina.com.cn,C40FDm,"$76,852.00","$12,994.00","$5,137.00","$3,500.00",$953.00,"$54,269.00"
473,Arden,Hammatt,ahammattd4@bbc.co.uk,vIxdydE,"$96,617.00","$17,046.00","$7,029.00","$3,500.00",$953.00,"$68,090.00"
474,Lydia,Postan,lpostand5@cocolog-nifty.com,kbXR93vFAF,"$180,304.00","$39,337.00","$16,671.00","$3,500.00",$953.00,"$119,843.00"
475,Leo,Towers,ltowersd6@foxnews.com,lglpn1MR,"$289,781.00","$73,808.00","$30,682.00","$3,500.00",$953.00,"$180,839.00"
476,Frederico,Mattevi,fmattevid7@hp.com,52tO2A,"$30,869.00","$4,630.00","$1,559.00","$1,760.00",$488.00,"$22,433.00"
477,Carolan,Simla,csimlad8@sina.com.cn,dAHXrkRR,"$184,359.00","$40,513.00","$17,164.00","$3,500.00",$953.00,"$122,229.00"
478,Lily,Dunkerley,ldunkerleyd9@w3.org,al0RftOD,"$172,493.00","$37,072.00","$15,722.00","$3,500.00",$953.00,"$115,247.00"
479,Cristen,Mazzilli,cmazzillida@unesco.org,6K6oylQAS,"$187,695.00","$41,480.00","$17,570.00","$3,500.00",$953.00,"$124,192.00"
480,Dacy,Garnsworth,dgarnsworthdb@census.gov,98CoEQn9VAP,"$102,450.00","$18,355.00","$7,680.00","$3,500.00",$953.00,"$71,963.00"
481,Ximenez,Pratten,xprattendc@dot.gov,bNi0WFJlb6f5,"$72,331.00","$12,067.00","$4,723.00","$3,500.00",$953.00,"$51,088.00"
482,Tybi,Dornin,tdornindd@theglobeandmail.com,soglAkl,"$250,778.00","$60,937.00","$25,549.00","$3,500.00",$953.00,"$159,839.00"
483,Natala,Milmore,nmilmorede@mit.edu,lbf5f5,"$28,187.00","$4,228.00","$1,423.00","$1,607.00",$445.00,"$20,483.00"
484,Cecile,Wykey,cwykeydf@last.fm,fJpSWk0k,"$127,089.00","$24,761.00","$10,430.00","$3,500.00",$953.00,"$87,446.00"
485,Christye,Ballance,cballancedg@4shared.com,eZc5j8nf,"$75,911.00","$12,801.00","$5,051.00","$3,500.00",$953.00,"$53,607.00"
486,Alvina,Kubelka,akubelkadh@networkadvertising.org,qFgX5Hpx,"$185,984.00","$40,984.00","$17,362.00","$3,500.00",$953.00,"$123,185.00"
487,Chastity,Devereux,cdevereuxdi@php.net,zwrYYXY,"$102,934.00","$18,480.00","$7,734.00","$3,500.00",$953.00,"$72,267.00"
488,Yoshi,Corley,ycorleydj@scientificamerican.com,gKXvX6mgcK,"$200,705.00","$45,253.00","$19,152.00","$3,500.00",$953.00,"$131,847.00"
489,Dell,Sydry,dsydrydk@xing.com,Ym9GuH,"$128,597.00","$25,153.00","$10,598.00","$3,500.00",$953.00,"$88,394.00"
490,Philippine,O'Towey,potoweydl@live.com,9fxO2oKxj,"$138,546.00","$27,740.00","$11,708.00","$3,500.00",$953.00,"$94,646.00"
491,Theodoric,Clixby,tclixbydm@canalblog.com,kyI1XE05qbQF,"$103,056.00","$18,512.00","$7,747.00","$3,500.00",$953.00,"$72,344.00"
492,Alanah,Roots,arootsdn@wikipedia.org,CGWaFcid,"$225,844.00","$52,709.00","$22,267.00","$3,500.00",$953.00,"$146,415.00"
493,Halsy,Nusche,hnuschedo@wsj.com,JF2yUtWp,"$167,071.00","$35,499.00","$15,062.00","$3,500.00",$953.00,"$112,057.00"
494,Madelena,Meckiff,mmeckiffdp@tamu.edu,ezucO00hCIC,"$49,281.00","$7,392.00","$2,614.00","$2,809.00",$779.00,"$35,687.00"
495,Joli,Dawltrey,jdawltreydq@senate.gov,KySa4B,"$85,833.00","$14,835.00","$5,958.00","$3,500.00",$953.00,"$60,587.00"
496,Gennifer,Brambley,gbrambleydr@ow.ly,MJF6jKGEVf,"$100,391.00","$17,819.00","$7,450.00","$3,500.00",$953.00,"$70,669.00"
497,Jose,Smurfitt,jsmurfittds@so-net.ne.jp,FFFr4ryYx,"$96,677.00","$17,058.00","$7,036.00","$3,500.00",$953.00,"$68,131.00"
498,Lyn,Burehill,lburehilldt@purevolume.com,kWJavKY,"$208,043.00","$47,381.00","$20,044.00","$3,500.00",$953.00,"$136,165.00"
499,Drucill,Totton,dtottondu@ebay.com,PjSvvF,"$188,286.00","$41,652.00","$17,642.00","$3,500.00",$953.00,"$124,540.00"
500,Salim,Doward,sdowarddv@parallels.com,py7o9Sb5,"$233,692.00","$55,299.00","$23,300.00","$3,500.00",$953.00,"$150,640.00"
501,Amye,Tesauro,atesaurodw@edublogs.org,JMF0qWI,"$161,705.00","$33,943.00","$14,410.00","$3,500.00",$953.00,"$108,899.00"
502,Lynda,Kertess,lkertessdx@independent.co.uk,9ubR9uS1avz,"$28,386.00","$4,258.00","$1,433.00","$1,618.00",$448.00,"$20,628.00"
503,Julie,Yakovlev,jyakovlevdy@bloglovin.com,QoB1c8nLSUt9,"$139,800.00","$28,066.00","$11,848.00","$3,500.00",$953.00,"$95,434.00"
504,Lucky,Nussii,lnussiidz@mac.com,yu1aOU3aV,"$121,092.00","$23,202.00","$9,760.00","$3,500.00",$953.00,"$83,678.00"
505,Dasie,Chubb,dchubbe0@squidoo.com,blrgZz9t,"$164,893.00","$34,868.00","$14,797.00","$3,500.00",$953.00,"$110,775.00"
506,Brietta,Embery,bemberye1@state.tx.us,GgSK9LW2d,"$97,166.00","$17,158.00","$7,090.00","$3,500.00",$953.00,"$68,465.00"
507,Dani,Arkwright,darkwrighte2@technorati.com,Hsh6sVW,"$167,005.00","$35,480.00","$15,054.00","$3,500.00",$953.00,"$112,018.00"
508,Clevey,Raittie,craittiee3@omniture.com,sCtCbACL,"$55,418.00","$8,600.00","$3,175.00","$3,159.00",$876.00,"$39,608.00"
509,Antoinette,Tirrell,atirrelle4@gov.uk,yk8QsRpN,"$98,466.00","$17,425.00","$7,235.00","$3,500.00",$953.00,"$69,354.00"
510,Hallsy,Sturte,hsturtee5@php.net,NewffL,"$284,694.00","$72,130.00","$30,012.00","$3,500.00",$953.00,"$178,100.00"
511,Petronilla,Thebeau,pthebeaue6@ucoz.ru,97rOUMx,"$105,255.00","$19,084.00","$7,993.00","$3,500.00",$953.00,"$73,726.00"
512,Modestine,Hand,mhande7@ameblo.jp,zggU8Y0NUl1,"$234,279.00","$55,493.00","$23,378.00","$3,500.00",$953.00,"$150,956.00"
513,Harmony,Wheelhouse,hwheelhousee8@alibaba.com,Rz7bGfq,"$162,152.00","$34,073.00","$14,464.00","$3,500.00",$953.00,"$109,162.00"
514,Rochette,Paur,rpaure9@qq.com,Te8jNYvucya,"$272,650.00","$68,155.00","$28,427.00","$3,500.00",$953.00,"$171,615.00"
515,Ulrika,Laws,ulawsea@twitpic.com,dKVw4pTbM,"$172,158.00","$36,975.00","$15,681.00","$3,500.00",$953.00,"$115,050.00"
516,Talia,O'Conor,toconoreb@delicious.com,nISGKcXUI,"$278,383.00","$70,047.00","$29,182.00","$3,500.00",$953.00,"$174,702.00"
517,Xerxes,Lapsley,xlapsleyec@tripadvisor.com,PsoVWYxRq,"$170,411.00","$36,468.00","$15,468.00","$3,500.00",$953.00,"$114,022.00"
518,Abran,Aymeric,aaymericed@wikia.com,WESHEhFOuCwX,"$220,869.00","$51,101.00","$21,613.00","$3,500.00",$953.00,"$143,703.00"
519,Isa,Vasyunkin,ivasyunkinee@cloudflare.com,hUMjDPhQh,"$39,782.00","$5,967.00","$2,009.00","$2,268.00",$629.00,"$28,910.00"
520,Trixi,Brownsett,tbrownsettef@bloglines.com,mv98IDJUoUj,"$53,431.00","$8,193.00","$2,994.00","$3,046.00",$844.00,"$38,355.00"
521,Theresa,Trevain,ttrevaineg@com.com,XDbnG4UBwm,"$87,835.00","$15,245.00","$6,142.00","$3,500.00",$953.00,"$61,995.00"
522,Tory,Gahagan,tgahaganeh@dot.gov,jKnN82sXd,"$225,982.00","$52,755.00","$22,286.00","$3,500.00",$953.00,"$146,489.00"
523,Ferd,Francombe,ffrancombeei@godaddy.com,Q8BZD0GshqW9,"$87,631.00","$15,204.00","$6,123.00","$3,500.00",$953.00,"$61,852.00"
524,Gal,Janew,gjanewej@bluehost.com,Dwh7Kv2O9ASF,"$65,184.00","$10,602.00","$4,069.00","$3,500.00",$953.00,"$46,061.00"
525,Allina,Ladson,aladsonek@blogger.com,uToCRNBv59bq,"$136,348.00","$27,168.00","$11,463.00","$3,500.00",$953.00,"$93,265.00"
526,Temple,Bagwell,tbagwellel@unc.edu,OEzeZ6qxvSg,"$271,283.00","$67,704.00","$28,247.00","$3,500.00",$953.00,"$170,879.00"
527,Imelda,Moir,imoirem@elpais.com,1JrPcQOQ,"$150,268.00","$30,787.00","$13,019.00","$3,500.00",$953.00,"$102,009.00"
528,Zak,Talton,ztaltonen@hud.gov,DkTq0t1,"$268,342.00","$66,733.00","$27,860.00","$3,500.00",$953.00,"$169,296.00"
529,Robbyn,Olle,rolleeo@microsoft.com,QBCtHG,"$228,696.00","$53,650.00","$22,643.00","$3,500.00",$953.00,"$147,950.00"
530,Maisey,Jollands,mjollandsep@samsung.com,11AvuiJ3Ht1,"$94,371.00","$16,585.00","$6,778.00","$3,500.00",$953.00,"$66,555.00"
